record_id,source,source_type,published_at,week_start,language,engagement,trend_tag,text_clean
mock_881,instagram,social,2025-12-28T04:03:43.118395+00:00,2025-12-22,en,315,glass_skin,dewy skin ideas #17 glowy base trend is growing. look from instagram with seasonal beauty focus.
mock_882,vogue,news,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,37,latte_makeup,latte makeup ideas #17 soft brown eyes trend is growing. look from vogue with seasonal beauty focus.
mock_883,pinterest,social,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,373,graphic_editorial_liner,graphic liner ideas #17 graphic liner trend is growing. look from pinterest with seasonal beauty focus.
mock_884,vogue,news,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,287,clean_girl_makeup,no makeup makeup ideas #17 clean girl trend is growing. look from vogue with seasonal beauty focus.
mock_885,pinterest,social,2025-12-30T04:03:43.118395+00:00,2025-12-29,en,333,cherry_cola_lips,cherry cola lips ideas #17 dark liner lips trend is growing. look from pinterest with seasonal beauty focus.
mock_886,vogue,news,2025-12-28T04:03:43.118395+00:00,2025-12-22,en,313,graphic_editorial_liner,negative space liner ideas #17 floating liner trend is growing. look from vogue with seasonal beauty focus.
mock_887,tiktok,social,2025-12-27T04:03:43.118395+00:00,2025-12-22,en,38,euphoria_glitter_liner,rhinestone eyes ideas #17 rhinestone eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_888,business_of_fashion,news,2025-12-27T04:03:43.118395+00:00,2025-12-22,en,342,glass_skin,dewy skin ideas #17 glowy base trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_889,tiktok,social,2025-12-31T04:03:43.118395+00:00,2025-12-29,en,166,glass_skin,dewy skin ideas #17 glass skin trend is growing. look from tiktok with seasonal beauty focus.
mock_890,tiktok,social,2025-12-27T04:03:43.118395+00:00,2025-12-22,en,335,euphoria_glitter_liner,glitter liner ideas #17 glitter liner trend is growing. look from tiktok with seasonal beauty focus.
mock_891,pinterest,social,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,322,euphoria_glitter_liner,rhinestone eyes ideas #17 euphoria makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_892,tiktok,social,2025-12-31T04:03:43.118395+00:00,2025-12-29,en,153,euphoria_glitter_liner,rhinestone eyes ideas #17 euphoria makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_893,business_of_fashion,news,2025-12-31T04:03:43.118395+00:00,2025-12-29,en,195,glass_skin,glass skin ideas #17 glass skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_894,vogue,news,2025-12-31T04:03:43.118395+00:00,2025-12-29,en,216,strawberry_girl_blush,strawberry girl ideas #17 douyin blush trend is growing. look from vogue with seasonal beauty focus.
mock_895,instagram,social,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,47,latte_makeup,soft brown eyes ideas #17 warm neutrals trend is growing. look from instagram with seasonal beauty focus.
mock_896,instagram,social,2025-12-28T04:03:43.118395+00:00,2025-12-22,en,263,strawberry_girl_blush,fruit blush ideas #17 fruit blush trend is growing. look from instagram with seasonal beauty focus.
mock_897,vogue,news,2025-12-30T04:03:43.118395+00:00,2025-12-29,en,262,strawberry_girl_blush,fruit blush ideas #17 strawberry girl trend is growing. look from vogue with seasonal beauty focus.
mock_898,pinterest,social,2025-12-27T04:03:43.118395+00:00,2025-12-22,en,215,graphic_editorial_liner,negative space liner ideas #17 floating liner trend is growing. look from pinterest with seasonal beauty focus.
mock_899,pinterest,social,2025-12-29T04:03:43.118395+00:00,2025-12-29,en,241,latte_makeup,soft brown eyes ideas #17 soft brown eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_900,tiktok,social,2026-01-03T04:03:43.118395+00:00,2025-12-29,en,150,clean_girl_makeup,no makeup makeup ideas #18 no makeup makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_901,instagram,social,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,286,fox_eye_siren_eye,siren eyes ideas #18 winged liner lift trend is growing. look from instagram with seasonal beauty focus.
mock_902,tiktok,social,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,364,glass_skin,glass skin ideas #18 glass skin trend is growing. look from tiktok with seasonal beauty focus.
mock_903,pinterest,social,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,370,clean_girl_makeup,minimal makeup ideas #18 minimal makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_904,tiktok,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,32,glass_skin,glowy base ideas #18 glass skin trend is growing. look from tiktok with seasonal beauty focus.
mock_905,business_of_fashion,news,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,382,clean_girl_makeup,clean girl ideas #18 clean girl trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_906,vogue,news,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,76,euphoria_glitter_liner,rhinestone eyes ideas #18 euphoria makeup trend is growing. look from vogue with seasonal beauty focus.
mock_907,vogue,news,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,347,clean_girl_makeup,minimal makeup ideas #18 minimal makeup trend is growing. look from vogue with seasonal beauty focus.
mock_908,tiktok,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,161,clean_girl_makeup,clean girl ideas #18 minimal makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_909,pinterest,social,2026-01-03T04:03:43.118395+00:00,2025-12-29,en,111,cherry_cola_lips,dark liner lips ideas #18 cherry cola lips trend is growing. look from pinterest with seasonal beauty focus.
mock_910,business_of_fashion,news,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,350,euphoria_glitter_liner,glitter liner ideas #18 euphoria makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_911,instagram,social,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,246,clean_girl_makeup,no makeup makeup ideas #18 minimal makeup trend is growing. look from instagram with seasonal beauty focus.
mock_912,pinterest,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,248,cherry_cola_lips,cherry cola lips ideas #18 dark liner lips trend is growing. look from pinterest with seasonal beauty focus.
mock_913,pinterest,social,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,156,strawberry_girl_blush,strawberry girl ideas #18 douyin blush trend is growing. look from pinterest with seasonal beauty focus.
mock_914,business_of_fashion,news,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,264,graphic_editorial_liner,floating liner ideas #18 floating liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_915,business_of_fashion,news,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,216,glass_skin,glowy base ideas #18 dewy skin trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_916,tiktok,social,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,225,cherry_cola_lips,cherry cola lips ideas #18 90s lip combo trend is growing. look from tiktok with seasonal beauty focus.
mock_917,tiktok,social,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,61,latte_makeup,warm neutrals ideas #18 warm neutrals trend is growing. look from tiktok with seasonal beauty focus.
mock_918,instagram,social,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,216,glass_skin,glowy base ideas #18 glass skin trend is growing. look from instagram with seasonal beauty focus.
mock_919,pinterest,social,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,269,latte_makeup,latte makeup ideas #18 soft brown eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_920,instagram,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,32,fox_eye_siren_eye,winged liner lift ideas #18 winged liner lift trend is growing. look from instagram with seasonal beauty focus.
mock_921,vogue,news,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,275,cherry_cola_lips,90s lip combo ideas #18 dark liner lips trend is growing. look from vogue with seasonal beauty focus.
mock_922,tiktok,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,389,latte_makeup,latte makeup ideas #18 warm neutrals trend is growing. look from tiktok with seasonal beauty focus.
mock_923,business_of_fashion,news,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,399,euphoria_glitter_liner,rhinestone eyes ideas #18 euphoria makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_924,instagram,social,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,261,glass_skin,glowy base ideas #18 glass skin trend is growing. look from instagram with seasonal beauty focus.
mock_925,pinterest,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,177,glass_skin,glass skin ideas #18 dewy skin trend is growing. look from pinterest with seasonal beauty focus.
mock_926,business_of_fashion,news,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,78,clean_girl_makeup,minimal makeup ideas #18 no makeup makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_927,pinterest,social,2026-01-07T04:03:43.118395+00:00,2026-01-05,en,238,fox_eye_siren_eye,siren eyes ideas #18 winged liner lift trend is growing. look from pinterest with seasonal beauty focus.
mock_928,tiktok,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,184,euphoria_glitter_liner,euphoria makeup ideas #18 euphoria makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_929,tiktok,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,160,clean_girl_makeup,clean girl ideas #18 minimal makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_930,business_of_fashion,news,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,144,graphic_editorial_liner,negative space liner ideas #18 graphic liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_931,business_of_fashion,news,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,28,euphoria_glitter_liner,glitter liner ideas #18 euphoria makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_932,instagram,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,233,cherry_cola_lips,90s lip combo ideas #18 dark liner lips trend is growing. look from instagram with seasonal beauty focus.
mock_933,instagram,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,287,cherry_cola_lips,dark liner lips ideas #18 dark liner lips trend is growing. look from instagram with seasonal beauty focus.
mock_934,business_of_fashion,news,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,325,glass_skin,glass skin ideas #18 glowy base trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_935,tiktok,social,2026-01-03T04:03:43.118395+00:00,2025-12-29,en,22,strawberry_girl_blush,douyin blush ideas #18 strawberry girl trend is growing. look from tiktok with seasonal beauty focus.
mock_936,business_of_fashion,news,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,296,latte_makeup,soft brown eyes ideas #18 latte makeup trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_937,tiktok,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,77,fox_eye_siren_eye,fox eye ideas #18 winged liner lift trend is growing. look from tiktok with seasonal beauty focus.
mock_938,instagram,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,47,glass_skin,glowy base ideas #18 dewy skin trend is growing. look from instagram with seasonal beauty focus.
mock_939,vogue,news,2026-01-03T04:03:43.118395+00:00,2025-12-29,en,335,latte_makeup,warm neutrals ideas #18 latte makeup trend is growing. look from vogue with seasonal beauty focus.
mock_940,business_of_fashion,news,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,34,euphoria_glitter_liner,glitter liner ideas #18 rhinestone eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_941,instagram,social,2026-01-06T04:03:43.118395+00:00,2026-01-05,en,323,graphic_editorial_liner,negative space liner ideas #18 floating liner trend is growing. look from instagram with seasonal beauty focus.
mock_942,tiktok,social,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,186,clean_girl_makeup,clean girl ideas #18 clean girl trend is growing. look from tiktok with seasonal beauty focus.
mock_943,instagram,social,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,57,fox_eye_siren_eye,siren eyes ideas #18 winged liner lift trend is growing. look from instagram with seasonal beauty focus.
mock_944,vogue,news,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,332,fox_eye_siren_eye,siren eyes ideas #18 fox eye trend is growing. look from vogue with seasonal beauty focus.
mock_945,instagram,social,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,343,fox_eye_siren_eye,siren eyes ideas #18 siren eyes trend is growing. look from instagram with seasonal beauty focus.
mock_946,instagram,social,2026-01-01T04:03:43.118395+00:00,2025-12-29,en,163,glass_skin,glass skin ideas #18 glass skin trend is growing. look from instagram with seasonal beauty focus.
mock_947,vogue,news,2026-01-02T04:03:43.118395+00:00,2025-12-29,en,132,latte_makeup,warm neutrals ideas #18 soft brown eyes trend is growing. look from vogue with seasonal beauty focus.
mock_948,business_of_fashion,news,2026-01-05T04:03:43.118395+00:00,2026-01-05,en,64,fox_eye_siren_eye,siren eyes ideas #18 winged liner lift trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_949,business_of_fashion,news,2026-01-04T04:03:43.118395+00:00,2025-12-29,en,162,graphic_editorial_liner,graphic liner ideas #18 negative space liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_950,instagram,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,316,strawberry_girl_blush,strawberry girl ideas #19 douyin blush trend is growing. look from instagram with seasonal beauty focus.
mock_951,vogue,news,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,260,glass_skin,glowy base ideas #19 glowy base trend is growing. look from vogue with seasonal beauty focus.
mock_952,business_of_fashion,news,2026-01-11T04:03:43.118395+00:00,2026-01-05,en,376,graphic_editorial_liner,graphic liner ideas #19 floating liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_953,pinterest,social,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,374,glass_skin,glowy base ideas #19 dewy skin trend is growing. look from pinterest with seasonal beauty focus.
mock_954,tiktok,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,351,fox_eye_siren_eye,fox eye ideas #19 fox eye trend is growing. look from tiktok with seasonal beauty focus.
mock_955,instagram,social,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,312,graphic_editorial_liner,negative space liner ideas #19 negative space liner trend is growing. look from instagram with seasonal beauty focus.
mock_956,vogue,news,2026-01-14T04:03:43.118395+00:00,2026-01-12,en,380,euphoria_glitter_liner,glitter liner ideas #19 euphoria makeup trend is growing. look from vogue with seasonal beauty focus.
mock_957,pinterest,social,2026-01-14T04:03:43.118395+00:00,2026-01-12,en,217,clean_girl_makeup,no makeup makeup ideas #19 minimal makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_958,tiktok,social,2026-01-11T04:03:43.118395+00:00,2026-01-05,en,377,cherry_cola_lips,90s lip combo ideas #19 90s lip combo trend is growing. look from tiktok with seasonal beauty focus.
mock_959,pinterest,social,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,396,latte_makeup,latte makeup ideas #19 soft brown eyes trend is growing. look from pinterest with seasonal beauty focus.
mock_960,pinterest,social,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,207,strawberry_girl_blush,fruit blush ideas #19 douyin blush trend is growing. look from pinterest with seasonal beauty focus.
mock_961,tiktok,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,307,clean_girl_makeup,no makeup makeup ideas #19 clean girl trend is growing. look from tiktok with seasonal beauty focus.
mock_962,instagram,social,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,352,clean_girl_makeup,minimal makeup ideas #19 no makeup makeup trend is growing. look from instagram with seasonal beauty focus.
mock_963,instagram,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,156,latte_makeup,soft brown eyes ideas #19 soft brown eyes trend is growing. look from instagram with seasonal beauty focus.
mock_964,pinterest,social,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,196,latte_makeup,warm neutrals ideas #19 warm neutrals trend is growing. look from pinterest with seasonal beauty focus.
mock_965,vogue,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,251,cherry_cola_lips,90s lip combo ideas #19 dark liner lips trend is growing. look from vogue with seasonal beauty focus.
mock_966,instagram,social,2026-01-11T04:03:43.118395+00:00,2026-01-05,en,61,clean_girl_makeup,minimal makeup ideas #19 clean girl trend is growing. look from instagram with seasonal beauty focus.
mock_967,pinterest,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,77,cherry_cola_lips,90s lip combo ideas #19 cherry cola lips trend is growing. look from pinterest with seasonal beauty focus.
mock_968,instagram,social,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,170,glass_skin,dewy skin ideas #19 glowy base trend is growing. look from instagram with seasonal beauty focus.
mock_969,vogue,news,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,247,strawberry_girl_blush,douyin blush ideas #19 douyin blush trend is growing. look from vogue with seasonal beauty focus.
mock_970,instagram,social,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,138,glass_skin,glowy base ideas #19 glowy base trend is growing. look from instagram with seasonal beauty focus.
mock_971,business_of_fashion,news,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,268,latte_makeup,soft brown eyes ideas #19 soft brown eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_972,vogue,news,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,176,euphoria_glitter_liner,euphoria makeup ideas #19 glitter liner trend is growing. look from vogue with seasonal beauty focus.
mock_973,tiktok,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,95,glass_skin,dewy skin ideas #19 dewy skin trend is growing. look from tiktok with seasonal beauty focus.
mock_974,business_of_fashion,news,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,113,cherry_cola_lips,cherry cola lips ideas #19 90s lip combo trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_975,instagram,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,41,clean_girl_makeup,minimal makeup ideas #19 no makeup makeup trend is growing. look from instagram with seasonal beauty focus.
mock_976,tiktok,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,125,euphoria_glitter_liner,rhinestone eyes ideas #19 rhinestone eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_977,tiktok,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,249,latte_makeup,soft brown eyes ideas #19 latte makeup trend is growing. look from tiktok with seasonal beauty focus.
mock_978,pinterest,social,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,275,strawberry_girl_blush,strawberry girl ideas #19 fruit blush trend is growing. look from pinterest with seasonal beauty focus.
mock_979,pinterest,social,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,351,latte_makeup,soft brown eyes ideas #19 warm neutrals trend is growing. look from pinterest with seasonal beauty focus.
mock_980,business_of_fashion,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,309,euphoria_glitter_liner,rhinestone eyes ideas #19 glitter liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_981,vogue,news,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,367,euphoria_glitter_liner,rhinestone eyes ideas #19 euphoria makeup trend is growing. look from vogue with seasonal beauty focus.
mock_982,vogue,news,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,248,fox_eye_siren_eye,siren eyes ideas #19 fox eye trend is growing. look from vogue with seasonal beauty focus.
mock_983,business_of_fashion,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,318,fox_eye_siren_eye,winged liner lift ideas #19 fox eye trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_984,pinterest,social,2026-01-08T04:03:43.118395+00:00,2026-01-05,en,366,graphic_editorial_liner,negative space liner ideas #19 graphic liner trend is growing. look from pinterest with seasonal beauty focus.
mock_985,instagram,social,2026-01-11T04:03:43.118395+00:00,2026-01-05,en,328,latte_makeup,soft brown eyes ideas #19 soft brown eyes trend is growing. look from instagram with seasonal beauty focus.
mock_986,vogue,news,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,209,strawberry_girl_blush,fruit blush ideas #19 fruit blush trend is growing. look from vogue with seasonal beauty focus.
mock_987,tiktok,social,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,248,cherry_cola_lips,90s lip combo ideas #19 cherry cola lips trend is growing. look from tiktok with seasonal beauty focus.
mock_988,vogue,news,2026-01-14T04:03:43.118395+00:00,2026-01-12,en,167,graphic_editorial_liner,graphic liner ideas #19 negative space liner trend is growing. look from vogue with seasonal beauty focus.
mock_989,instagram,social,2026-01-14T04:03:43.118395+00:00,2026-01-12,en,93,clean_girl_makeup,clean girl ideas #19 minimal makeup trend is growing. look from instagram with seasonal beauty focus.
mock_990,pinterest,social,2026-01-12T04:03:43.118395+00:00,2026-01-12,en,65,strawberry_girl_blush,strawberry girl ideas #19 fruit blush trend is growing. look from pinterest with seasonal beauty focus.
mock_991,vogue,news,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,383,graphic_editorial_liner,negative space liner ideas #19 graphic liner trend is growing. look from vogue with seasonal beauty focus.
mock_992,vogue,news,2026-01-10T04:03:43.118395+00:00,2026-01-05,en,41,graphic_editorial_liner,floating liner ideas #19 negative space liner trend is growing. look from vogue with seasonal beauty focus.
mock_993,business_of_fashion,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,134,graphic_editorial_liner,graphic liner ideas #19 graphic liner trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_994,tiktok,social,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,83,graphic_editorial_liner,negative space liner ideas #19 negative space liner trend is growing. look from tiktok with seasonal beauty focus.
mock_995,instagram,social,2026-01-11T04:03:43.118395+00:00,2026-01-05,en,34,fox_eye_siren_eye,fox eye ideas #19 siren eyes trend is growing. look from instagram with seasonal beauty focus.
mock_996,business_of_fashion,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,317,latte_makeup,warm neutrals ideas #19 soft brown eyes trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_997,vogue,news,2026-01-13T04:03:43.118395+00:00,2026-01-12,en,211,clean_girl_makeup,no makeup makeup ideas #19 no makeup makeup trend is growing. look from vogue with seasonal beauty focus.
mock_998,tiktok,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,94,glass_skin,dewy skin ideas #19 dewy skin trend is growing. look from tiktok with seasonal beauty focus.
mock_999,tiktok,social,2026-01-09T04:03:43.118395+00:00,2026-01-05,en,159,glass_skin,dewy skin ideas #19 dewy skin trend is growing. look from tiktok with seasonal beauty focus.
mock_1000,pinterest,social,2026-01-17T04:03:43.118395+00:00,2026-01-12,en,291,cherry_cola_lips,90s lip combo ideas #20 cherry cola lips trend is growing. look from pinterest with seasonal beauty focus.
mock_1001,instagram,social,2026-01-21T04:03:43.118395+00:00,2026-01-19,en,326,clean_girl_makeup,clean girl ideas #20 no makeup makeup trend is growing. look from instagram with seasonal beauty focus.
mock_1002,tiktok,social,2026-01-17T04:03:43.118395+00:00,2026-01-12,en,69,latte_makeup,soft brown eyes ideas #20 soft brown eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_1003,pinterest,social,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,210,cherry_cola_lips,dark liner lips ideas #20 dark liner lips trend is growing. look from pinterest with seasonal beauty focus.
mock_1004,pinterest,social,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,277,euphoria_glitter_liner,euphoria makeup ideas #20 euphoria makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_1005,vogue,news,2026-01-18T04:03:43.118395+00:00,2026-01-12,en,79,clean_girl_makeup,clean girl ideas #20 clean girl trend is growing. look from vogue with seasonal beauty focus.
mock_1006,tiktok,social,2026-01-20T04:03:43.118395+00:00,2026-01-19,en,91,latte_makeup,warm neutrals ideas #20 soft brown eyes trend is growing. look from tiktok with seasonal beauty focus.
mock_1007,instagram,social,2026-01-20T04:03:43.118395+00:00,2026-01-19,en,34,cherry_cola_lips,90s lip combo ideas #20 cherry cola lips trend is growing. look from instagram with seasonal beauty focus.
mock_1008,instagram,social,2026-01-20T04:03:43.118395+00:00,2026-01-19,en,177,fox_eye_siren_eye,fox eye ideas #20 fox eye trend is growing. look from instagram with seasonal beauty focus.
mock_1009,vogue,news,2026-01-20T04:03:43.118395+00:00,2026-01-19,en,59,clean_girl_makeup,clean girl ideas #20 minimal makeup trend is growing. look from vogue with seasonal beauty focus.
mock_1010,instagram,social,2026-01-15T04:03:43.118395+00:00,2026-01-12,en,357,glass_skin,glowy base ideas #20 glowy base trend is growing. look from instagram with seasonal beauty focus.
mock_1011,pinterest,social,2026-01-17T04:03:43.118395+00:00,2026-01-12,en,53,glass_skin,dewy skin ideas #20 glowy base trend is growing. look from pinterest with seasonal beauty focus.
mock_1012,pinterest,social,2026-01-19T04:03:43.118395+00:00,2026-01-19,en,320,fox_eye_siren_eye,fox eye ideas #20 fox eye trend is growing. look from pinterest with seasonal beauty focus.
mock_1013,pinterest,social,2026-01-15T04:03:43.118395+00:00,2026-01-12,en,162,euphoria_glitter_liner,rhinestone eyes ideas #20 glitter liner trend is growing. look from pinterest with seasonal beauty focus.
mock_1014,business_of_fashion,news,2026-01-21T04:03:43.118395+00:00,2026-01-19,en,278,fox_eye_siren_eye,winged liner lift ideas #20 fox eye trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_1015,business_of_fashion,news,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,164,fox_eye_siren_eye,fox eye ideas #20 winged liner lift trend is growing. look from business_of_fashion with seasonal beauty focus.
mock_1016,instagram,social,2026-01-19T04:03:43.118395+00:00,2026-01-19,en,207,graphic_editorial_liner,negative space liner ideas #20 negative space liner trend is growing. look from instagram with seasonal beauty focus.
mock_1017,pinterest,social,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,214,latte_makeup,warm neutrals ideas #20 latte makeup trend is growing. look from pinterest with seasonal beauty focus.
mock_1018,vogue,news,2026-01-15T04:03:43.118395+00:00,2026-01-12,en,83,latte_makeup,warm neutrals ideas #20 latte makeup trend is growing. look from vogue with seasonal beauty focus.
mock_1019,vogue,news,2026-01-21T04:03:43.118395+00:00,2026-01-19,en,380,latte_makeup,warm neutrals ideas #20 soft brown eyes trend is growing. look from vogue with seasonal beauty focus.
mock_1020,pinterest,social,2026-01-17T04:03:43.118395+00:00,2026-01-12,en,79,graphic_editorial_liner,floating liner ideas #20 floating liner trend is growing. look from pinterest with seasonal beauty focus.
mock_1021,vogue,news,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,168,strawberry_girl_blush,fruit blush ideas #20 strawberry girl trend is growing. look from vogue with seasonal beauty focus.
mock_1022,tiktok,social,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,365,glass_skin,dewy skin ideas #20 glowy base trend is growing. look from tiktok with seasonal beauty focus.
mock_1023,vogue,news,2026-01-19T04:03:43.118395+00:00,2026-01-19,en,81,clean_girl_makeup,clean girl ideas #20 minimal makeup trend is growing. look from vogue with seasonal beauty focus.
mock_1024,instagram,social,2026-01-15T04:03:43.118395+00:00,2026-01-12,en,121,latte_makeup,warm neutrals ideas #20 latte makeup trend is growing. look from instagram with seasonal beauty focus.
mock_1025,pinterest,social,2026-01-16T04:03:43.118395+00:00,2026-01-12,en,391,strawberry_girl_blush,fruit blush ideas #20 fruit blush trend is growing. look from pinterest with seasonal beauty focus.
mock_1026,vogue,news,2026-01-17T04:03:43.118395+00:00,2026-01-12,en,361,graphic_editorial_liner,negative space liner ideas #20 floating liner trend is growing. look from vogue with seasonal beauty focus.
mock_1027,instagram,social,2026-01-21T04:03:43.118395+00:00,2026-01-19,en,75,graphic_editorial_liner,graphic liner ideas #20 floating liner trend is growing. look from instagram with seasonal beauty focus.
mock_1028,instagram,social,2026-01-20T04:03:43.118395+00:00,2026-01-19,en,35,euphoria_glitter_liner,euphoria makeup ideas #20 rhinestone eyes trend is growing. look from instagram with seasonal beauty focus.
